sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
"He is kind, and she is unkind too.",kind-unkind,y,pm,n,mf,0.0;-3.1556758880615234;-9.54480266571045;-2.9279422760009766;-6.275139808654785;-1.0096473693847656;-10.403295040130615;-6.044752597808838;-0.8951663970947266,0.0;-11.194204330444336;-13.19805908203125;-2.792670249938965;-6.662441253662109;-8.50949478149414;-20.45002269744873;-7.472028732299805;-7.4942626953125,-0.7379083633422852;-0.013948440551757812;-1.457381248474121;-1.8714780807495117;-1.1436290740966797;-0.030595779418945312;-0.17565536499023438;-0.9853601455688477;-0.025516510009765625,-5.508998870849609;-0.05635833740234375;-3.093799591064453;-1.65447998046875;-6.5821075439453125;-0.0823974609375;-0.18762969970703125;-3.5189056396484375;-0.06243896484375
"He is unkind, and she is kind too.",kind-unkind,y,mp,n,mf,0.0;-3.1556758880615234;-15.508252143859863;-1.999934196472168;-6.4302802085876465;-0.9227313995361328;-2.6651153564453125;-6.416593551635742;-1.0530757904052734,0.0;-6.082103729248047;-22.47256851196289;-6.0415802001953125;-7.537681579589844;-5.313438415527344;-7.523357391357422;-2.788595199584961;-4.955802917480469,-0.7221031188964844;-0.06856727600097656;-0.16120052337646484;-1.8990869522094727;-1.106801986694336;-0.010877609252929688;-1.8186235427856445;-1.357295036315918;-0.02851104736328125,-4.6583404541015625;-0.07337188720703125;-0.6605644226074219;-1.5807723999023438;-1.86676025390625;-0.0829315185546875;-5.448871612548828;-4.304725646972656;-0.06243896484375
"He is not kind, and she is kind too.",kind-unkind,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.679929733276367;-2.052764892578125;-5.922179698944092;-1.2193784713745117;-3.4756641387939453;-5.2165937423706055;-0.9943962097167969,0.0;-8.155410766601562;-2.1761302947998047;-10.856964111328125;-3.224559783935547;-5.979127883911133;-5.7419281005859375;-6.976877212524414;-6.401451110839844;-4.352500915527344,-0.7693767547607422;-0.021680831909179688;-4.438597679138184;-2.544684410095215;-1.6370611190795898;-1.2768068313598633;-0.07733917236328125;-2.293534278869629;-1.7614688873291016;-0.04311370849609375,-1.3014678955078125;-0.10906219482421875;-6.612911224365234;-5.927700042724609;-1.4156036376953125;-0.816650390625;-0.22501373291015625;-4.340084075927734;-2.2489051818847656;-0.0703277587890625
"He is not unkind, and she is unkind too.",kind-unkind,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.730305671691895;-2.6442956924438477;-6.634407997131348;-1.0884380340576172;-5.718327045440674;-4.715158462524414;-1.0509624481201172,0.0;-7.822360992431641;-5.069910049438477;-29.78497314453125;-2.7347640991210938;-6.886089324951172;-5.910823822021484;-25.122241973876953;-8.207393646240234;-4.69340705871582,-0.6675243377685547;-0.04057884216308594;-2.158031463623047;-0.09759521484375;-0.9999780654907227;-1.316812515258789;-0.037583351135253906;-0.08318138122558594;-1.4352149963378906;-0.030813217163085938,-0.9110565185546875;-0.13834381103515625;-4.541416168212891;-0.08007049560546875;-1.386016845703125;-1.1868515014648438;-0.1265716552734375;-0.0024871826171875;-1.8859901428222656;-0.084686279296875
"He is not kind, and she is unkind too.",kind-unkind,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.679929733276367;-2.052764892578125;-5.922179698944092;-1.2193784713745117;-6.897280693054199;-5.251368045806885;-0.8353004455566406,0.0;-10.631210327148438;-4.665384292602539;-11.761560440063477;-3.0820140838623047;-7.40934944152832;-6.559547424316406;-21.7141170501709;-10.718526840209961;-5.425996780395508,-1.0025444030761719;-0.013065338134765625;-1.8626422882080078;-1.1596593856811523;-0.5839347839355469;-2.2144908905029297;-0.04673004150390625;-0.20534896850585938;-1.574784278869629;-0.027866363525390625,-4.591926574707031;-0.12477874755859375;-0.22684478759765625;-0.6854705810546875;-0.6248703002929688;-4.695274353027344;-0.107635498046875;-0.0026702880859375;-0.5724029541015625;-0.080291748046875
"He is not unkind, and she is kind too.",kind-unkind,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.730304718017578;-2.644296646118164;-6.634407997131348;-1.0884389877319336;-4.655910491943359;-5.105688095092773;-0.9999551773071289,0.0;-7.466396331787109;-5.0570831298828125;-27.515113830566406;-3.2542781829833984;-7.044458389282227;-7.145389556884766;-6.876686096191406;-5.243200302124023;-7.113821029663086,-1.179234504699707;-0.027027130126953125;-0.47420406341552734;-0.08291244506835938;-0.5208358764648438;-2.103837013244629;-0.011377334594726562;-1.2378959655761719;-1.3441810607910156;-0.021717071533203125,-4.600624084472656;-0.14055633544921875;-0.45734405517578125;-0.0369720458984375;-0.5787124633789062;-4.188499450683594;-0.05152130126953125;-1.4204559326171875;-0.5048255920410156;-0.053924560546875
"She is kind, and he is kind too.",kind-unkind,y,pp,n,fm,0.0;-3.225691318511963;-8.441273212432861;-2.978257179260254;-6.7648725509643555;-1.2040538787841797;-1.5400733947753906;-5.189661026000977;-0.9452323913574219,0.0;-8.489158630371094;-13.47397232055664;-2.8157119750976562;-6.4498748779296875;-9.213909149169922;-11.683399200439453;-4.177253723144531;-7.076498031616211,-0.4179525375366211;-0.044879913330078125;-0.6207828521728516;-0.3177938461303711;-0.9341888427734375;-0.009370803833007812;-0.1524343490600586;-0.34717845916748047;-0.03209877014160156,-0.1141204833984375;-0.07244110107421875;-0.236236572265625;-0.508941650390625;-0.33968353271484375;-0.12451934814453125;-0.6479721069335938;-0.4667854309082031;-0.03359222412109375
"She is unkind, and he is unkind too.",kind-unkind,y,mm,n,fm,0.0;-3.225691318511963;-15.816018104553223;-2.060521125793457;-5.614326000213623;-1.2637853622436523;-2.5258350372314453;-4.872718811035156;-0.9690532684326172,0.0;-11.668094635009766;-45.76868438720703;-3.087146759033203;-8.05184555053711;-8.233692169189453;-23.849647521972656;-5.663446426391602;-7.474885940551758,-0.7887430191040039;-0.0635833740234375;-0.15715980529785156;-0.5278539657592773;-0.8423395156860352;-0.018691062927246094;-0.038967132568359375;-0.7984094619750977;-0.04231452941894531,-0.14333343505859375;-0.049285888671875;-0.0398712158203125;-0.9411087036132812;-0.25848388671875;-0.10900115966796875;-0.00093841552734375;-0.5577926635742188;-0.06629180908203125
"She is kind, and he is unkind too.",kind-unkind,y,pm,n,fm,0.0;-3.225691318511963;-8.441273212432861;-2.978257179260254;-6.7648725509643555;-1.2040538787841797;-9.864666938781738;-6.951876163482666;-0.8862895965576172,0.0;-10.01540756225586;-14.127635955810547;-2.7991905212402344;-7.710345268249512;-7.692647933959961;-20.222265243530273;-9.839195251464844;-6.520244598388672,-1.4735260009765625;-0.018712997436523438;-1.8560256958007812;-2.0375823974609375;-1.365797996520996;-0.030191421508789062;-0.14098548889160156;-1.1419134140014648;-0.03133392333984375,-5.989780426025391;-0.041656494140625;-2.6111373901367188;-1.6562957763671875;-7.228981018066406;-0.1143341064453125;-0.1554718017578125;-3.7899436950683594;-0.05810546875
"She is unkind, and he is kind too.",kind-unkind,y,mp,n,fm,0.0;-3.225691318511963;-15.816018104553223;-2.060521125793457;-5.614326000213623;-1.2637853622436523;-2.612682342529297;-6.694446563720703;-0.9881410598754883,0.0;-6.132423400878906;-24.910430908203125;-4.961158752441406;-5.410804748535156;-5.803791046142578;-8.082324981689453;-3.3247528076171875;-4.185520172119141,-0.9574651718139648;-0.07202720642089844;-0.25207042694091797;-1.9191265106201172;-1.0465974807739258;-0.009571075439453125;-1.7687606811523438;-1.426039695739746;-0.033199310302734375,-4.781986236572266;-0.064849853515625;-0.7725677490234375;-1.6178131103515625;-3.54425048828125;-0.1196746826171875;-5.706134796142578;-4.404659271240234;-0.05971527099609375
"She is not kind, and he is kind too.",kind-unkind,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.4414701461792;-2.1311750411987305;-5.945884704589844;-1.3151397705078125;-3.9558753967285156;-5.688738822937012;-0.9594850540161133,0.0;-9.331554412841797;-3.263294219970703;-13.233182907104492;-3.173931121826172;-4.332958221435547;-7.189670562744141;-8.759450912475586;-8.188310623168945;-4.474723815917969,-1.0302705764770508;-0.021940231323242188;-4.583900451660156;-3.2638797760009766;-1.8854703903198242;-1.2086782455444336;-0.07228946685791016;-2.2062482833862305;-1.720677375793457;-0.046367645263671875,-1.2718963623046875;-0.0895843505859375;-7.184925079345703;-6.2078857421875;-1.4963836669921875;-0.8046112060546875;-0.2283935546875;-4.801837921142578;-2.1321182250976562;-0.059844970703125
"She is not unkind, and he is unkind too.",kind-unkind,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.358985900878906;-2.670103073120117;-5.8596601486206055;-1.3624420166015625;-6.847741603851318;-4.840975761413574;-0.9955167770385742,0.0;-7.255970001220703;-4.098453521728516;-28.21637725830078;-3.0650100708007812;-5.27960205078125;-7.228374481201172;-24.697765350341797;-7.5080413818359375;-4.10406494140625,-0.8672037124633789;-0.03072357177734375;-2.157930374145508;-0.08920097351074219;-1.1386022567749023;-1.1952085494995117;-0.03539085388183594;-0.06008720397949219;-1.4358577728271484;-0.03604698181152344,-0.9086380004882812;-0.09238433837890625;-4.697193145751953;-0.07816314697265625;-1.5163650512695312;-0.876617431640625;-0.158203125;-0.003173828125;-1.6558265686035156;-0.075836181640625
"She is not kind, and he is unkind too.",kind-unkind,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.4414701461792;-2.1311750411987305;-5.945884704589844;-1.3151397705078125;-7.76631498336792;-5.926915168762207;-0.8324317932128906,0.0;-10.082714080810547;-4.022340774536133;-13.703611373901367;-3.0850181579589844;-5.395467758178711;-7.256977081298828;-20.408599853515625;-8.978662490844727;-5.242454528808594,-2.079442024230957;-0.011304855346679688;-1.9765081405639648;-1.5135040283203125;-0.6830816268920898;-1.9944133758544922;-0.037367820739746094;-0.20687294006347656;-1.605910301208496;-0.033458709716796875,-5.094562530517578;-0.09574127197265625;-0.19853973388671875;-0.7679519653320312;-0.7308807373046875;-5.380584716796875;-0.15325164794921875;-0.00411224365234375;-0.8029022216796875;-0.076568603515625
"She is not unkind, and he is kind too.",kind-unkind,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.358986854553223;-2.67010498046875;-5.859662055969238;-1.362442970275879;-5.414890289306641;-5.08927583694458;-0.9891862869262695,0.0;-8.546077728271484;-4.193330764770508;-27.46825408935547;-3.0218162536621094;-5.4676666259765625;-7.912406921386719;-5.613395690917969;-7.169153213500977;-4.790851593017578,-1.4693822860717773;-0.01755523681640625;-0.45571327209472656;-0.0890188217163086;-0.6017789840698242;-2.2434797286987305;-0.00986480712890625;-1.2788381576538086;-1.2518577575683594;-0.025615692138671875,-5.3696136474609375;-0.1006927490234375;-0.47539520263671875;-0.038021087646484375;-0.5356292724609375;-4.396949768066406;-0.05912017822265625;-1.7916107177734375;-0.4803047180175781;-0.05120086669921875
"He is kind, and she is kind too.",kind-mean,n,pp,n,mf,0.0;-3.1556758880615234;-9.54480266571045;-2.9279422760009766;-6.275139808654785;-1.0096473693847656;-1.798445701599121;-4.8818864822387695;-0.9679117202758789,0.0;-11.754222869873047;-16.09986114501953;-2.9799203872680664;-6.419918060302734;-8.601341247558594;-7.986128330230713;-4.943819046020508;-8.089666366577148,-0.43874073028564453;-0.030538558959960938;-0.3469829559326172;-0.316314697265625;-0.8103351593017578;-0.011013031005859375;-0.16115570068359375;-0.3851766586303711;-0.025819778442382812,-0.15981292724609375;-0.09854888916015625;-0.21231842041015625;-0.44747161865234375;-0.2609100341796875;-0.10427093505859375;-0.5923690795898438;-0.3957672119140625;-0.0384063720703125
"He is mean, and she is mean too.",kind-mean,n,mm,n,mf,0.0;-3.1556758880615234;-12.252903938293457;-2.405503273010254;-5.868810176849365;-1.283207893371582;-2.45833683013916;-4.105710983276367;-0.9353704452514648,0.0;-5.700843811035156;-17.892593383789062;-5.220008850097656;-7.354835510253906;-6.271015167236328;-17.029144287109375;-2.749919891357422;-6.761386871337891,-0.44359302520751953;-0.04290008544921875;-0.4148702621459961;-0.8270978927612305;-0.9371061325073242;-0.015924453735351562;-0.09922981262207031;-0.5842437744140625;-0.03596687316894531,-0.09328460693359375;-0.09873199462890625;-0.08929443359375;-0.9988479614257812;-0.22248077392578125;-0.1379241943359375;-0.08293914794921875;-1.115997314453125;-0.0507049560546875
"He is kind, and she is mean too.",kind-mean,n,pm,n,mf,0.0;-3.1556758880615234;-9.54480266571045;-2.9279422760009766;-6.275139808654785;-1.0096473693847656;-8.3817138671875;-6.072770118713379;-0.8493423461914062,0.0;-11.939201354980469;-10.484511375427246;-2.9255051612854004;-11.656691551208496;-9.24575424194336;-12.797359466552734;-5.961616516113281;-9.381561279296875,-1.6980772018432617;-0.010755538940429688;-5.8858232498168945;-2.3216381072998047;-2.5430479049682617;-0.033461570739746094;-8.223401069641113;-1.734562873840332;-0.034343719482421875,-5.7586517333984375;-0.0831756591796875;-7.462284088134766;-1.6735687255859375;-6.877250671386719;-0.17421722412109375;-7.770698547363281;-3.7661666870117188;-0.06056976318359375
"He is mean, and she is kind too.",kind-mean,n,mp,n,mf,0.0;-3.1556758880615234;-12.252903938293457;-2.405503273010254;-5.868810176849365;-1.283207893371582;-3.799485683441162;-6.671827793121338;-0.8910398483276367,0.0;-5.987541198730469;-17.33892822265625;-4.582118988037109;-7.142498016357422;-6.197734832763672;-8.702766418457031;-2.1483001708984375;-6.515375137329102,-0.8973970413208008;-0.03406524658203125;-7.389383316040039;-2.4578380584716797;-2.009939193725586;-0.009725570678710938;-6.0481061935424805;-0.5622167587280273;-0.020092010498046875,-5.3180694580078125;-0.20774078369140625;-7.134174346923828;-2.2495193481445312;-5.1054840087890625;-0.0882568359375;-7.312583923339844;-3.3484458923339844;-0.04931640625
"He is not kind, and she is kind too.",kind-mean,n,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.679929733276367;-2.052764892578125;-5.922179698944092;-1.2193784713745117;-3.4756641387939453;-5.2165937423706055;-0.9943962097167969,0.0;-8.155410766601562;-2.1761302947998047;-10.856964111328125;-3.224559783935547;-5.979127883911133;-5.7419281005859375;-6.976877212524414;-6.401451110839844;-4.352500915527344,-0.7693767547607422;-0.021680831909179688;-4.438597679138184;-2.544684410095215;-1.6370611190795898;-1.2768068313598633;-0.07733917236328125;-2.293534278869629;-1.7614688873291016;-0.04311370849609375,-1.3014678955078125;-0.10906219482421875;-6.612911224365234;-5.927700042724609;-1.4156036376953125;-0.816650390625;-0.22501373291015625;-4.340084075927734;-2.2489051818847656;-0.0703277587890625
"He is not mean, and she is mean too.",kind-mean,n,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.47376823425293;-2.4844627380371094;-6.173063278198242;-1.1224355697631836;-6.380159378051758;-4.165084362030029;-0.8967647552490234,0.0;-7.684497833251953;-2.336945056915283;-12.121088981628418;-3.102508544921875;-6.94061279296875;-5.520648956298828;-9.060304641723633;-7.182109832763672;-4.629276275634766,-0.8496837615966797;-0.019748687744140625;-4.125580787658691;-1.6079025268554688;-1.462620735168457;-1.668670654296875;-0.029687881469726562;-4.110133171081543;-1.5438413619995117;-0.03467369079589844,-0.7351608276367188;-0.18972015380859375;-5.021953582763672;-3.9194183349609375;-1.040252685546875;-1.090576171875;-0.38700103759765625;-5.2101287841796875;-1.9621963500976562;-0.07035064697265625
"He is not kind, and she is mean too.",kind-mean,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.679929733276367;-2.052764892578125;-5.922179698944092;-1.2193784713745117;-6.021122455596924;-6.134624481201172;-0.7789630889892578,0.0;-10.721969604492188;-2.7969131469726562;-11.98774528503418;-3.1159305572509766;-7.030914306640625;-6.372364044189453;-8.911176681518555;-5.347391128540039;-7.9296417236328125,-3.5404062271118164;-0.007904052734375;-2.8532581329345703;-3.046511650085449;-0.6628341674804688;-5.665611267089844;-0.03515148162841797;-5.805753707885742;-2.4592790603637695;-0.03218269348144531,-5.9825286865234375;-0.13202667236328125;-0.9124755859375;-2.43792724609375;-0.35111236572265625;-8.1396484375;-0.1597900390625;-2.0023880004882812;-1.5672988891601562;-0.06804656982421875
"He is not mean, and she is kind too.",kind-mean,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.47376823425293;-2.4844627380371094;-6.173063278198242;-1.1224355697631836;-4.163537502288818;-6.10527229309082;-0.7502098083496094,0.0;-10.15433120727539;-5.639737129211426;-13.345685005187988;-3.2391700744628906;-6.436836242675781;-6.493373870849609;-5.493679046630859;-5.826284408569336;-6.614265441894531,-4.868005752563477;-0.0302734375;-1.0144882202148438;-4.282980918884277;-0.5752077102661133;-7.826910018920898;-0.00981903076171875;-1.5342531204223633;-1.3415946960449219;-0.017360687255859375,-5.706581115722656;-0.25124359130859375;-0.37027740478515625;-1.6817207336425781;-0.1554107666015625;-7.5861053466796875;-0.0888519287109375;-1.9111442565917969;-0.5829200744628906;-0.0514068603515625
