sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_sentence_surprisal,xlnet_large_cased_sentence_surprisal,bert_large_cased_sentence_surprisal,roberta_large_sentence_surprisal
He is not wise means that he is unwise.,wise-unwise,y,pm,y,mf,34.99739075,113.2558594,14.58045292,16.81428909
He is not unwise means that he is wise.,wise-unwise,y,mp,y,mf,43.26784897,105.9877319,15.6811676,19.85311127
She is wise means that she is wise.,wise-unwise,y,pp,n,fm,33.58934021,84.16934967,11.59832382,16.77030945
She is unwise means that she is unwise.,wise-unwise,y,mm,n,fm,40.00244141,129.6524353,9.995378971,16.67588043
She is wise means that she is unwise.,wise-unwise,y,pm,n,fm,39.25535202,97.74714661,15.14483833,19.01938248
She is unwise means that she is wise.,wise-unwise,y,mp,n,fm,42.30310822,96.04647827,18.18298912,19.16841507
She is not wise means that she is wise.,wise-unwise,y,pp,y,fm,37.72727966,86.03524017,22.54774714,20.24949265
She is not unwise means that she is unwise.,wise-unwise,y,mm,y,fm,45.08228302,124.4988403,11.24871922,14.57377243
She is not wise means that she is unwise.,wise-unwise,y,pm,y,fm,36.74750519,111.9610596,15.25008297,14.30204391
She is not unwise means that she is wise.,wise-unwise,y,mp,y,fm,44.5891037,103.3424606,17.19893074,17.37218475
He is wise means that he is wise.,wise-foolish,n,pp,n,mf,32.02612305,78.80735016,9.473181248,18.28902435
He is foolish means that he is foolish.,wise-foolish,n,mm,n,mf,35.06756973,93.53167725,12.81955862,21.72787476
He is wise means that he is foolish.,wise-foolish,n,pm,n,mf,37.28034973,83.64847565,21.72518206,24.2436676
He is foolish means that he is wise.,wise-foolish,n,mp,n,mf,37.76362991,81.9525528,25.86995745,27.03060532
He is not wise means that he is wise.,wise-foolish,n,pp,y,mf,36.3205719,87.90234375,21.96157169,20.22025681
He is not foolish means that he is foolish.,wise-foolish,n,mm,y,mf,38.33754349,103.6422806,17.01508713,22.96630859
He is not wise means that he is foolish.,wise-foolish,n,pm,y,mf,33.62640762,100.2135544,19.51618671,22.19851685
He is not foolish means that he is wise.,wise-foolish,n,mp,y,mf,38.54801941,98.01164246,17.31892681,24.07535172
She is wise means that she is wise.,wise-foolish,n,pp,n,fm,33.58934021,84.16934967,11.59832382,16.77030945
She is foolish means that she is foolish.,wise-foolish,n,mm,n,fm,36.13684082,98.88307953,14.25112343,20.99726486
She is wise means that she is foolish.,wise-foolish,n,pm,n,fm,39.05057526,87.253685,22.87999153,23.530159
She is foolish means that she is wise.,wise-foolish,n,mp,n,fm,39.16369247,80.25617981,27.10864544,26.84767914
She is not wise means that she is wise.,wise-foolish,n,pp,y,fm,37.72727966,86.03524017,22.54774714,20.24949265
She is not foolish means that she is foolish.,wise-foolish,n,mm,y,fm,40.42975998,101.7525177,18.42931175,21.14149857
She is not wise means that she is foolish.,wise-foolish,n,pm,y,fm,35.66359329,99.0979538,20.42227459,20.33737183
She is not foolish means that she is wise.,wise-foolish,n,mp,y,fm,39.78757858,95.03640747,18.45161724,22.67320633
He is cheerful means that he is cheerful.,cheerful-gloomy,n,pp,n,mf,37.16485214,89.43122101,13.58553457,16.24873734
He is gloomy means that he is gloomy.,cheerful-gloomy,n,mm,n,mf,36.42447662,83.9695816,10.65277433,16.66349411
He is cheerful means that he is gloomy.,cheerful-gloomy,n,pm,n,mf,43.45130157,88.72494507,20.11573124,30.63397217
He is gloomy means that he is cheerful.,cheerful-gloomy,n,mp,n,mf,39.15137863,83.81298828,21.39749908,30.91687012
He is not cheerful means that he is cheerful.,cheerful-gloomy,n,pp,y,mf,41.53142929,88.70930481,19.96549988,20.79888153
He is not gloomy means that he is gloomy.,cheerful-gloomy,n,mm,y,mf,41.15203094,93.36909485,14.16353178,16.72187424
He is not cheerful means that he is gloomy.,cheerful-gloomy,n,pm,y,mf,39.40180969,90.96730042,15.62370586,20.53908539
He is not gloomy means that he is cheerful.,cheerful-gloomy,n,mp,y,mf,39.11824036,88.39500427,15.39581585,21.103508
She is cheerful means that she is cheerful.,cheerful-gloomy,n,pp,n,fm,36.52770233,95.24642944,14.8260684,15.4221344
She is gloomy means that she is gloomy.,cheerful-gloomy,n,mm,n,fm,36.97394562,86.8887558,10.08293676,16.71998596
She is cheerful means that she is gloomy.,cheerful-gloomy,n,pm,n,fm,43.27918625,89.55554199,19.88550711,29.68160629
She is gloomy means that she is cheerful.,cheerful-gloomy,n,mp,n,fm,39.33935547,89.64831543,20.99104214,30.6619606
She is not cheerful means that she is cheerful.,cheerful-gloomy,n,pp,y,fm,41.06271362,89.60429382,20.85331154,21.00762558
She is not gloomy means that she is gloomy.,cheerful-gloomy,n,mm,y,fm,42.30032349,96.98377228,13.89840651,17.31542969
She is not cheerful means that she is gloomy.,cheerful-gloomy,n,pm,y,fm,40.21822739,92.74467468,15.12783813,19.24312592
She is not gloomy means that she is cheerful.,cheerful-gloomy,n,mp,y,fm,39.01521301,91.95295715,15.45340252,20.81306076
He is dextrous means that he is dextrous.,dextrous-clumsy,n,pp,n,mf,44.85874939,173.9080658,6.967013359,9.415466309
He is clumsy means that he is clumsy.,dextrous-clumsy,n,mm,n,mf,34.60115051,91.23296356,12.73445511,13.31243134
He is dextrous means that he is clumsy.,dextrous-clumsy,n,pm,n,mf,43.72584915,127.0479279,18.62457561,15.21897507
He is clumsy means that he is dextrous.,dextrous-clumsy,n,mp,n,mf,44.8419838,134.5764008,17.85494709,17.30080414
He is not dextrous means that he is dextrous.,dextrous-clumsy,n,pp,y,mf,45.35342026,154.8197632,11.83781433,12.08921051
He is not clumsy means that he is clumsy.,dextrous-clumsy,n,mm,y,mf,42.8915329,90.70378113,16.95624638,17.03277588
He is not dextrous means that he is clumsy.,dextrous-clumsy,n,pm,y,mf,43.97040558,127.7965546,18.40914726,14.00180054
He is not clumsy means that he is dextrous.,dextrous-clumsy,n,mp,y,mf,47.09604645,131.125946,18.38641548,18.54587173
She is dextrous means that she is dextrous.,dextrous-clumsy,n,pp,n,fm,46.03362656,173.4098206,7.892308712,8.241382599
She is clumsy means that she is clumsy.,dextrous-clumsy,n,mm,n,fm,35.21128464,88.88527679,13.34094381,12.52560806
She is dextrous means that she is clumsy.,dextrous-clumsy,n,pm,n,fm,44.27384567,124.403717,18.00784683,14.2504158
She is clumsy means that she is dextrous.,dextrous-clumsy,n,mp,n,fm,46.29149628,142.53479,18.16757631,17.46867752
She is not dextrous means that she is dextrous.,dextrous-clumsy,n,pp,y,fm,46.3854599,153.0768127,12.30147362,11.93037415
She is not clumsy means that she is clumsy.,dextrous-clumsy,n,mm,y,fm,43.00218964,92.85388947,17.66060305,16.92048264
She is not dextrous means that she is clumsy.,dextrous-clumsy,n,pm,y,fm,42.49688339,133.5552826,17.97459316,13.82007217
She is not clumsy means that she is dextrous.,dextrous-clumsy,n,mp,y,fm,47.83551788,131.6647644,17.8262682,17.81713867
He is graceful means that he is graceful.,graceful-graceless,-,pp,n,mf,38.31125641,98.36227417,13.53245068,16.5464859
He is graceless means that he is graceless.,graceful-graceless,-,mm,n,mf,42.01018906,111.96521,16.63461304,11.7630043
He is graceful means that he is graceless.,graceful-graceless,-,pm,n,mf,45.47302628,109.9524384,23.33254433,20.82540894
He is graceless means that he is graceful.,graceful-graceless,-,mp,n,mf,45.08743286,109.3631287,29.14103889,22.49438858
He is not graceful means that he is graceful.,graceful-graceless,-,pp,y,mf,43.01963425,111.2922668,19.44169188,22.58896255
He is not graceless means that he is graceless.,graceful-graceless,-,mm,y,mf,46.59348679,114.1690369,20.80870724,12.98232651
He is not graceful means that he is graceless.,graceful-graceless,-,pm,y,mf,44.8669548,123.639946,17.70801163,20.73715973
He is not graceless means that he is graceful.,graceful-graceless,-,mp,y,mf,46.48689651,111.3181839,28.12200975,20.64292526
She is graceful means that she is graceful.,graceful-graceless,-,pp,n,fm,36.86830902,98.78236389,13.41823673,14.83958817
She is graceless means that she is graceless.,graceful-graceless,-,mm,n,fm,42.58971786,122.1497498,16.23604107,10.35269165
She is graceful means that she is graceless.,graceful-graceless,-,pm,n,fm,45.61488342,107.230072,20.594625,17.85647583
She is graceless means that she is graceful.,graceful-graceless,-,mp,n,fm,44.5825882,97.93482971,26.69307995,19.38002396
She is not graceful means that she is graceful.,graceful-graceless,-,pp,y,fm,41.50024414,108.9295731,19.76330853,20.91197205
She is not graceless means that she is graceless.,graceful-graceless,-,mm,y,fm,46.79169464,124.4825897,20.61374378,11.28153992
She is not graceful means that she is graceless.,graceful-graceless,-,pm,y,fm,44.51213455,117.7181854,15.09077835,17.41991425
She is not graceless means that she is graceful.,graceful-graceless,-,mp,y,fm,46.02367401,102.9754181,26.56048203,18.52256393
He is graceful means that he is graceful.,graceful-ungraceful,y,pp,n,mf,38.31125641,98.36227417,13.53245068,16.5464859
He is ungraceful means that he is ungraceful.,graceful-ungraceful,y,mm,n,mf,43.85434341,165.8146362,12.67543459,12.31140137
He is graceful means that he is ungraceful.,graceful-ungraceful,y,pm,n,mf,45.18923187,132.6427307,25.73445225,19.63953018
He is ungraceful means that he is graceful.,graceful-ungraceful,y,mp,n,mf,49.23159027,133.4512939,26.2402544,21.22130585
He is not graceful means that he is graceful.,graceful-ungraceful,y,pp,y,mf,43.01963425,111.2922668,19.44169188,22.58896255
He is not ungraceful means that he is ungraceful.,graceful-ungraceful,y,mm,y,mf,49.04698563,172.5732727,13.83719921,13.97213364
He is not graceful means that he is ungraceful.,graceful-ungraceful,y,pm,y,mf,42.21506882,136.0612793,24.71589804,15.19762421
He is not ungraceful means that he is graceful.,graceful-ungraceful,y,mp,y,mf,52.29359055,125.8008423,25.03229475,20.89838028
She is graceful means that she is graceful.,graceful-ungraceful,y,pp,n,fm,36.86830902,98.78236389,13.41823673,14.83958817
She is ungraceful means that she is ungraceful.,graceful-ungraceful,y,mm,n,fm,42.95386887,187.8766785,13.66352606,10.47756577
She is graceful means that she is ungraceful.,graceful-ungraceful,y,pm,n,fm,45.13083649,128.5521545,24.04463482,17.41459274
She is ungraceful means that she is graceful.,graceful-ungraceful,y,mp,n,fm,47.02999878,132.3386078,25.23930693,18.86552048
She is not graceful means that she is graceful.,graceful-ungraceful,y,pp,y,fm,41.50024414,108.9295731,19.76330853,20.91197205
She is not ungraceful means that she is ungraceful.,graceful-ungraceful,y,mm,y,fm,46.80880356,171.2561646,14.8009038,12.01406479
She is not graceful means that she is ungraceful.,graceful-ungraceful,y,pm,y,fm,42.11842346,129.1013947,22.60754395,11.92140961
She is not ungraceful means that she is graceful.,graceful-ungraceful,y,mp,y,fm,48.24029922,120.0873871,23.66359186,18.66010284
He is graceful means that he is graceful.,graceful-clumsy,n,pp,n,mf,38.31125641,98.36227417,13.53245068,16.5464859
He is clumsy means that he is clumsy.,graceful-clumsy,n,mm,n,mf,34.60115051,91.23296356,12.73445511,13.31243134
He is graceful means that he is clumsy.,graceful-clumsy,n,pm,n,mf,41.5675087,92.63500214,24.31482458,28.83181
He is clumsy means that he is graceful.,graceful-clumsy,n,mp,n,mf,42.13625336,84.70281982,25.65020418,25.42506409
He is not graceful means that he is graceful.,graceful-clumsy,n,pp,y,mf,43.01963425,111.2922668,19.44169188,22.58896255
He is not clumsy means that he is clumsy.,graceful-clumsy,n,mm,y,mf,42.8915329,90.70378113,16.95624638,17.03277588
He is not graceful means that he is clumsy.,graceful-clumsy,n,pm,y,mf,39.58955383,101.065979,19.53340673,19.05914688
He is not clumsy means that he is graceful.,graceful-clumsy,n,mp,y,mf,42.99372482,96.75279236,19.78918314,22.55086517
She is graceful means that she is graceful.,graceful-clumsy,n,pp,n,fm,36.86830902,98.78236389,13.41823673,14.83958817
She is clumsy means that she is clumsy.,graceful-clumsy,n,mm,n,fm,35.21128464,88.88527679,13.34094381,12.52560806
She is graceful means that she is clumsy.,graceful-clumsy,n,pm,n,fm,41.07402802,92.55595398,24.70858955,26.8889389
She is clumsy means that she is graceful.,graceful-clumsy,n,mp,n,fm,42.05451584,92.69133759,25.42731142,24.85269547
She is not graceful means that she is graceful.,graceful-clumsy,n,pp,y,fm,41.50024414,108.9295731,19.76330853,20.91197205
She is not clumsy means that she is clumsy.,graceful-clumsy,n,mm,y,fm,43.00218964,92.85388947,17.66060305,16.92048264
She is not graceful means that she is clumsy.,graceful-clumsy,n,pm,y,fm,39.11423874,97.15281677,17.8964529,17.59737015
She is not clumsy means that she is graceful.,graceful-clumsy,n,mp,y,fm,42.0504303,94.29882813,19.10305023,20.30275345
He is honest means that he is honest.,honest-dishonest,y,pp,n,mf,32.14408875,79.49217224,9.919494629,18.32186508
He is dishonest means that he is dishonest.,honest-dishonest,y,mm,n,mf,32.14749908,84.28102875,9.789706707,16.26956177
He is honest means that he is dishonest.,honest-dishonest,y,pm,n,mf,35.72450256,82.33042908,15.2564373,21.67345047
He is dishonest means that he is honest.,honest-dishonest,y,mp,n,mf,35.95681,81.94946289,17.47237396,24.15110016
He is not honest means that he is honest.,honest-dishonest,y,pp,y,mf,37.13565826,89.9100647,17.70686817,21.60069275
He is not dishonest means that he is dishonest.,honest-dishonest,y,mm,y,mf,38.0207901,90.77592468,10.99434853,16.93781662
He is not honest means that he is dishonest.,honest-dishonest,y,pm,y,mf,32.34171677,90.05463409,14.74102592,13.49097443
He is not dishonest means that he is honest.,honest-dishonest,y,mp,y,mf,35.8659668,96.98521423,11.0249815,16.30921555
She is honest means that she is honest.,honest-dishonest,y,pp,n,fm,32.8611908,90.41789246,12.04751921,18.62552261
She is dishonest means that she is dishonest.,honest-dishonest,y,mm,n,fm,32.61126709,90.45161438,10.65876865,15.83943558
She is honest means that she is dishonest.,honest-dishonest,y,pm,n,fm,36.07107162,84.48477173,17.0012989,21.29621124
She is dishonest means that she is honest.,honest-dishonest,y,mp,n,fm,36.36260223,77.77388,18.0335331,23.73071671
She is not honest means that she is honest.,honest-dishonest,y,pp,y,fm,37.7509079,81.34632111,18.47826195,22.06370926
She is not dishonest means that she is dishonest.,honest-dishonest,y,mm,y,fm,38.40870285,94.9122467,11.57289314,16.20290375
She is not honest means that she is dishonest.,honest-dishonest,y,pm,y,fm,33.30797958,84.42025757,14.96454382,12.66800308
She is not dishonest means that she is honest.,honest-dishonest,y,mp,y,fm,36.48526001,98.338974,11.53801155,14.78902435
He is modest means that he is modest.,modest-arrogant,n,pp,n,mf,40.00114441,77.49037933,14.93301296,16.35116959
He is arrogant means that he is arrogant.,modest-arrogant,n,mm,n,mf,33.12732697,84.45396423,12.96292734,17.87192535
He is modest means that he is arrogant.,modest-arrogant,n,pm,n,mf,43.12897873,87.3884964,25.0585413,30.67279434
He is arrogant means that he is modest.,modest-arrogant,n,mp,n,mf,39.00328064,83.28266907,26.86271191,30.53690338
He is not modest means that he is modest.,modest-arrogant,n,pp,y,mf,44.52913666,85.08607483,16.41032505,20.86903381
He is not arrogant means that he is arrogant.,modest-arrogant,n,mm,y,mf,39.64155579,93.15937805,17.93251324,17.46987534
He is not modest means that he is arrogant.,modest-arrogant,n,pm,y,mf,44.63210678,87.12472534,23.02763367,24.83628464
He is not arrogant means that he is modest.,modest-arrogant,n,mp,y,mf,37.8585434,86.92645264,22.55490255,25.77371597
She is modest means that she is modest.,modest-arrogant,n,pp,n,fm,39.56433105,84.12828064,14.73182774,14.33178711
She is arrogant means that she is arrogant.,modest-arrogant,n,mm,n,fm,34.54163361,85.82288361,15.56842089,19.25625992
She is modest means that she is arrogant.,modest-arrogant,n,pm,n,fm,43.38565445,90.92489624,26.66850662,31.56873322
She is arrogant means that she is modest.,modest-arrogant,n,mp,n,fm,40.12382507,85.29477692,29.09606838,31.75555038
