sentence,adjectives,transparency,polarity,negation,gender,roberta_large_surprisal,bert_large_cased_surprisal,xlnet_large_cased_surprisal,gpt2_large_surprisal
He is clever. She too is stupid.,clever-stupid,n,pm,n,mf,-5.044395446777344;-0.2055816650390625;-7.610340118408203;-0.01104736328125;-2.783203125;-3.635936737060547;-0.1019134521484375;-6.630790710449219;-0.0211639404296875,-3.5017051696777344;-0.08905887603759766;-6.833327293395996;-0.0330963134765625;-2.824582099914551;-2.998079299926758;-0.021768569946289062;-5.130210876464844;-0.023365020751953125,0.0;-8.709663391113281;-21.053234100341797;-4.995311737060547;-4.5627593994140625;-25.013320922851562;-6.994808197021484;-15.089054107666016;-6.561649322509766,0.0;-3.1556758880615234;-9.41982650756836;-2.544769287109375;-5.559392929077148;-7.887223243713379;-0.8528823852539062;-6.109844207763672;-0.8352584838867188
He is stupid. She too is clever.,clever-stupid,n,mp,n,mf,-2.752483367919922;-0.3110504150390625;-8.504936218261719;-0.01633453369140625;-1.75152587890625;-3.5380020141601562;-0.10144805908203125;-8.703300476074219;-0.02246856689453125,-3.909374237060547;-0.3658428192138672;-6.168262481689453;-0.042263031005859375;-3.8803529739379883;-4.06430721282959;-0.02737712860107422;-7.831199645996094;-0.0235748291015625,0.0;-7.133537292480469;-14.666709899902344;-4.177684783935547;-5.431659698486328;-22.064525604248047;-9.516326904296875;-17.47576904296875;-5.317455291748047,0.0;-3.1556758880615234;-10.101962089538574;-1.8663625717163086;-4.942841529846191;-8.089110374450684;-0.9353160858154297;-6.785698890686035;-0.9354438781738281
He is not clever. She too is clever.,clever-stupid,n,pp,y,mf,-1.4944801330566406;-0.1682891845703125;-4.6867218017578125;-5.047382354736328;-0.013580322265625;-1.4806404113769531;-3.85186767578125;-0.0682373046875;-2.3205795288085938;-0.02789306640625,-1.6138153076171875;-0.06969642639160156;-4.539935111999512;-1.5393610000610352;-0.03166770935058594;-2.0310163497924805;-2.8182783126831055;-0.052703857421875;-1.1352481842041016;-0.031225204467773438,0.0;-12.342304229736328;-7.605608940124512;-14.225780487060547;-4.424858093261719;-5.275463104248047;-18.794204711914062;-6.128728866577148;-16.5322265625;-4.489284515380859,0.0;-3.1556758880615234;-2.8939313888549805;-10.091866493225098;-2.1399002075195312;-5.5819783210754395;-8.253174781799316;-0.9170475006103516;-4.289980411529541;-1.0214385986328125
He is not stupid. She too is stupid.,clever-stupid,n,mm,y,mf,-2.325061798095703;-0.40308380126953125;-1.7790260314941406;-0.3606376647949219;-0.0080718994140625;-2.985271453857422;-3.7568283081054688;-0.10540771484375;-1.352783203125;-0.02114105224609375,-2.265139579772949;-0.08588314056396484;-1.2173738479614258;-0.17916297912597656;-0.030012130737304688;-2.447427749633789;-2.6024293899536133;-0.06409072875976562;-2.4061403274536133;-0.03154754638671875,0.0;-13.247661590576172;-7.226607322692871;-14.538002967834473;-2.3864364624023438;-5.1232147216796875;-16.943492889404297;-6.702993392944336;-14.167743682861328;-4.790092468261719,0.0;-3.1556758880615234;-2.8939313888549805;-6.4123334884643555;-1.255202293395996;-5.7543840408325195;-8.266660690307617;-1.4109163284301758;-5.708125591278076;-0.8768386840820312
He is not clever. She too is stupid.,clever-stupid,n,pm,y,mf,-4.678752899169922;-0.220489501953125;-1.42230224609375;-6.966640472412109;-0.01035308837890625;-5.934597015380859;-1.8732223510742188;-0.05568695068359375;-1.9262886047363281;-0.02734375,-4.292130470275879;-0.05731964111328125;-2.994818687438965;-7.092142105102539;-0.024251937866210938;-5.062292098999023;-2.6216278076171875;-0.03178691864013672;-2.7019424438476562;-0.0234832763671875,0.0;-13.991630554199219;-15.617843627929688;-14.318906784057617;-4.622241973876953;-4.333578109741211;-22.405715942382812;-8.839759826660156;-13.681678771972656;-4.424825668334961,0.0;-3.1556758880615234;-2.8939313888549805;-10.091866493225098;-2.1399002075195312;-5.5819783210754395;-8.253174781799316;-0.9170475006103516;-4.080755233764648;-0.8379001617431641
He is not stupid. She too is clever.,clever-stupid,n,mp,y,mf,-4.293071746826172;-0.38922882080078125;-0.0528564453125;-2.5178756713867188;-0.00823211669921875;-4.742645263671875;-2.1181983947753906;-0.02886199951171875;-4.090667724609375;-0.02194976806640625,-4.936188220977783;-0.06403923034667969;-0.16040802001953125;-1.7882966995239258;-0.019010543823242188;-6.652200698852539;-3.078195571899414;-0.024288177490234375;-5.14691162109375;-0.02191925048828125,0.0;-13.476139068603516;-13.345287322998047;-18.066011428833008;-4.5507049560546875;-5.400850296020508;-20.750484466552734;-9.183761596679688;-13.03177261352539;-5.5089874267578125,0.0;-3.1556758880615234;-2.8939313888549805;-6.4123334884643555;-1.255202293395996;-5.7543840408325195;-8.266660690307617;-1.4109163284301758;-6.271947860717773;-1.0906248092651367
She is clever. He too is clever.,clever-stupid,n,pp,n,fm,-1.7564888000488281;-0.171051025390625;-0.20159912109375;-0.00585174560546875;-0.547271728515625;-1.0991439819335938;-0.05330657958984375;-0.3829154968261719;-0.0156707763671875,-2.430553436279297;-0.055909156799316406;-0.13471317291259766;-0.03841972351074219;-1.5871992111206055;-2.192122459411621;-0.012178421020507812;-0.35066795349121094;-0.022020339965820312,0.0;-10.822639465332031;-21.49585723876953;-5.904731750488281;-3.072765350341797;-19.292503356933594;-5.760551452636719;-18.619049072265625;-4.909339904785156,0.0;-3.225691318511963;-9.215333938598633;-2.510601043701172;-5.275766372680664;-8.1683349609375;-0.9125766754150391;-1.4858055114746094;-0.8201885223388672
She is stupid. He too is stupid.,clever-stupid,n,mm,n,fm,-4.151786804199219;-0.28540802001953125;-0.0849609375;-0.00479888916015625;-0.7198562622070312;-1.5200996398925781;-0.06734466552734375;-0.04769134521484375;-0.01262664794921875,-2.412325859069824;-0.28242969512939453;-0.2603740692138672;-0.04195594787597656;-1.4024553298950195;-2.1168737411499023;-0.03645133972167969;-0.1659374237060547;-0.028957366943359375,0.0;-7.102470397949219;-13.699317932128906;-5.641262054443359;-9.233787536621094;-16.128101348876953;-3.3942604064941406;-13.215499877929688;-4.874576568603516,0.0;-3.225691318511963;-10.204888343811035;-1.7954912185668945;-5.249558448791504;-8.322090148925781;-0.821711540222168;-0.43051815032958984;-0.7045516967773438
She is clever. He too is stupid.,clever-stupid,n,pm,n,fm,-5.663848876953125;-0.20477294921875;-7.846748352050781;-0.007232666015625;-0.9722366333007812;-3.7495994567871094;-0.11850738525390625;-5.760478973388672;-0.01906585693359375,-3.3544626235961914;-0.057692527770996094;-6.5584025382995605;-0.031045913696289062;-2.595521926879883;-1.443772315979004;-0.018259048461914062;-4.702610015869141;-0.019771575927734375,0.0;-10.05120849609375;-24.099323272705078;-5.596767425537109;-3.645862579345703;-23.183109283447266;-7.979419708251953;-15.250316619873047;-5.788291931152344,0.0;-3.225691318511963;-9.215333938598633;-2.510601043701172;-5.275766372680664;-8.1683349609375;-0.9125766754150391;-5.515566825866699;-0.8286209106445312
She is stupid. He too is clever.,clever-stupid,n,mp,n,fm,-3.906402587890625;-0.2656402587890625;-8.716327667236328;-0.01361083984375;-0.87750244140625;-3.6369857788085938;-0.09018707275390625;-8.696319580078125;-0.02291107177734375,-4.303886413574219;-0.27561473846435547;-6.194186210632324;-0.041599273681640625;-4.098296165466309;-2.7006349563598633;-0.02627849578857422;-7.912154197692871;-0.021694183349609375,0.0;-8.680862426757812;-16.240982055664062;-4.290302276611328;-6.009063720703125;-20.400951385498047;-8.100204467773438;-18.026512145996094;-5.987434387207031,0.0;-3.225691318511963;-10.204888343811035;-1.7954912185668945;-5.249558448791504;-8.322090148925781;-0.821711540222168;-7.077869415283203;-0.958897590637207
She is not clever. He too is clever.,clever-stupid,n,pp,y,fm,-2.1212539672851562;-0.1541290283203125;-4.9688262939453125;-4.739036560058594;-0.01120758056640625;-0.7138442993164062;-4.280078887939453;-0.07857513427734375;-1.9894294738769531;-0.03185272216796875,-2.4210662841796875;-0.061981201171875;-4.3402862548828125;-1.4406728744506836;-0.029941558837890625;-1.4124441146850586;-1.7605571746826172;-0.039279937744140625;-1.2102069854736328;-0.0294036865234375,0.0;-11.30093765258789;-6.564487934112549;-12.026302337646484;-5.094768524169922;-2.0820674896240234;-20.381671905517578;-6.858829498291016;-16.182876586914062;-4.400199890136719,0.0;-3.225691318511963;-2.9663033485412598;-10.08151626586914;-1.9907407760620117;-5.62448787689209;-8.600635528564453;-0.883418083190918;-4.599778175354004;-1.0287752151489258
She is not stupid. He too is stupid.,clever-stupid,n,mm,y,fm,-4.081417083740234;-0.31641387939453125;-1.3085098266601562;-0.3076972961425781;-0.00725555419921875;-1.09759521484375;-4.315326690673828;-0.1725921630859375;-1.1680984497070312;-0.02021026611328125,-2.8070859909057617;-0.05769824981689453;-1.1529998779296875;-0.2097492218017578;-0.025541305541992188;-1.8549680709838867;-1.8119220733642578;-0.03972434997558594;-1.908463478088379;-0.028596878051757812,0.0;-11.843944549560547;-3.853825569152832;-12.00853443145752;-3.4971847534179688;-3.3366470336914062;-16.534400939941406;-6.792308807373047;-12.763145446777344;-4.3933868408203125,0.0;-3.225691318511963;-2.9663033485412598;-6.5758514404296875;-1.2709293365478516;-5.526120185852051;-8.600356101989746;-1.3331880569458008;-5.116604328155518;-0.8437595367431641
She is not clever. He too is stupid.,clever-stupid,n,pm,y,fm,-5.999996185302734;-0.17864990234375;-1.9309844970703125;-7.325717926025391;-0.00946044921875;-4.236091613769531;-2.268573760986328;-0.0737152099609375;-2.1441307067871094;-0.03086090087890625,-4.8490705490112305;-0.04144859313964844;-2.8937034606933594;-6.680453300476074;-0.023410797119140625;-3.7389135360717773;-1.6135883331298828;-0.023279190063476562;-2.3908567428588867;-0.021932601928710938,0.0;-9.02615737915039;-12.738279342651367;-12.77297592163086;-6.060802459716797;-2.597606658935547;-20.803424835205078;-9.273645401000977;-12.611278533935547;-4.32905387878418,0.0;-3.225691318511963;-2.9663033485412598;-10.08151626586914;-1.9907407760620117;-5.62448787689209;-8.600635528564453;-0.883418083190918;-4.060962677001953;-0.8322534561157227
She is not stupid. He too is clever.,clever-stupid,n,mp,y,fm,-5.431800842285156;-0.32669830322265625;-0.05387115478515625;-1.9164886474609375;-0.00860595703125;-3.7497482299804688;-2.1180267333984375;-0.0521240234375;-5.000003814697266;-0.0271148681640625,-5.4938554763793945;-0.034641265869140625;-0.16351890563964844;-1.7030439376831055;-0.017766952514648438;-6.109706878662109;-2.435060501098633;-0.02059173583984375;-5.263381481170654;-0.020612716674804688,0.0;-12.30636215209961;-8.305243492126465;-13.040328979492188;-7.069282531738281;-2.882427215576172;-19.8377685546875;-8.157394409179688;-12.85218620300293;-5.502809524536133,0.0;-3.225691318511963;-2.9663033485412598;-6.5758514404296875;-1.2709293365478516;-5.526120185852051;-8.600356101989746;-1.3331880569458008;-6.241057872772217;-1.111276626586914
He is smart. She too is smart.,smart-stupid,n,pp,n,mf,-1.1684303283691406;-0.28515625;-0.096405029296875;-0.00457763671875;-0.9526443481445312;-1.6132698059082031;-0.05513763427734375;-0.1694488525390625;-0.00970458984375,-2.0235767364501953;-0.10154914855957031;-0.0767068862915039;-0.03193092346191406;-1.5119714736938477;-3.9169206619262695;-0.013348579406738281;-0.09221267700195312;-0.0193939208984375,0.0;-8.219070434570312;-16.52080535888672;-6.772727966308594;-3.3641281127929688;-23.235458374023438;-6.053707122802734;-13.255138397216797;-6.129020690917969,0.0;-3.1556758880615234;-7.665642738342285;-2.6373233795166016;-5.954438209533691;-8.344754219055176;-0.7954006195068359;-0.8242807388305664;-0.7178239822387695
He is stupid. She too is stupid.,smart-stupid,n,mm,n,mf,-2.110881805419922;-0.31573486328125;-0.10552215576171875;-0.00626373291015625;-2.1058731079101562;-1.5559959411621094;-0.04592132568359375;-0.0413818359375;-0.0146484375,-2.3881053924560547;-0.2682371139526367;-0.2056427001953125;-0.0513916015625;-1.5602607727050781;-2.9095115661621094;-0.05480194091796875;-0.1572418212890625;-0.034137725830078125,0.0;-7.8467254638671875;-18.00933074951172;-3.5486297607421875;-3.4311256408691406;-23.45526885986328;-5.30181884765625;-15.391071319580078;-4.388877868652344,0.0;-3.1556758880615234;-10.101962089538574;-1.8663625717163086;-4.942841529846191;-8.089110374450684;-0.9353160858154297;-0.49787235260009766;-0.6821393966674805
He is smart. She too is stupid.,smart-stupid,n,pm,n,mf,-4.483318328857422;-0.31523895263671875;-4.4976959228515625;-0.00862884521484375;-2.79034423828125;-3.989410400390625;-0.11850738525390625;-7.80511474609375;-0.02034759521484375,-3.1451053619384766;-0.09984683990478516;-4.388724327087402;-0.03279304504394531;-2.239861488342285;-3.1520299911499023;-0.042392730712890625;-5.80924129486084;-0.02202606201171875,0.0;-8.4344482421875;-21.327957153320312;-5.386356353759766;-3.68609619140625;-26.944217681884766;-5.023990631103516;-14.577384948730469;-4.946685791015625,0.0;-3.1556758880615234;-7.665642738342285;-2.6373233795166016;-5.954438209533691;-8.344754219055176;-0.7954006195068359;-6.936546325683594;-0.8457469940185547
He is stupid. She too is smart.,smart-stupid,n,mp,n,mf,-1.8650474548339844;-0.34940338134765625;-9.110969543457031;-0.01313018798828125;-1.8307723999023438;-3.9686431884765625;-0.093597412109375;-7.059177398681641;-0.02048492431640625,-4.046396732330322;-0.6908092498779297;-6.320484161376953;-0.04284095764160156;-2.3377647399902344;-3.756683349609375;-0.025987625122070312;-5.620244979858398;-0.025054931640625,0.0;-7.296394348144531;-15.693405151367188;-4.531059265136719;-4.63531494140625;-23.61700439453125;-7.197898864746094;-13.030776977539062;-5.909183502197266,0.0;-3.1556758880615234;-10.101962089538574;-1.8663625717163086;-4.942841529846191;-8.089110374450684;-0.9353160858154297;-4.884105205535889;-0.9271755218505859
He is not smart. She too is smart.,smart-stupid,n,pp,y,mf,-1.0932083129882812;-0.24730682373046875;-4.816047668457031;-4.988487243652344;-0.01660919189453125;-1.4304847717285156;-4.242206573486328;-0.1290435791015625;-3.5800552368164062;-0.0317840576171875,-1.6061334609985352;-0.08297157287597656;-3.5208702087402344;-1.4124259948730469;-0.029119491577148438;-1.4814214706420898;-3.6318359375;-0.04248619079589844;-0.7826261520385742;-0.026754379272460938,0.0;-12.23101806640625;-9.34322738647461;-11.239582061767578;-8.563854217529297;-5.781463623046875;-18.12871551513672;-5.58154296875;-12.65298080444336;-7.006458282470703,0.0;-3.1556758880615234;-2.8939313888549805;-7.786442279815674;-2.8060503005981445;-5.822051525115967;-8.593965530395508;-0.8263187408447266;-3.2027177810668945;-0.8683958053588867
He is not stupid. She too is stupid.,smart-stupid,n,mm,y,mf,-2.325061798095703;-0.40308380126953125;-1.7790260314941406;-0.3606376647949219;-0.0080718994140625;-2.985271453857422;-3.7568283081054688;-0.10540771484375;-1.352783203125;-0.02114105224609375,-2.265139579772949;-0.08588314056396484;-1.2173738479614258;-0.17916297912597656;-0.030012130737304688;-2.447427749633789;-2.6024293899536133;-0.06409072875976562;-2.4061403274536133;-0.03154754638671875,0.0;-13.247661590576172;-7.226607322692871;-14.538002967834473;-2.3864364624023438;-5.1232147216796875;-16.943492889404297;-6.702993392944336;-14.167743682861328;-4.790092468261719,0.0;-3.1556758880615234;-2.8939313888549805;-6.4123334884643555;-1.255202293395996;-5.7543840408325195;-8.266660690307617;-1.4109163284301758;-5.708125591278076;-0.8768386840820312
He is not smart. She too is stupid.,smart-stupid,n,pm,y,mf,-4.357944488525391;-0.282440185546875;-0.83367919921875;-4.9888153076171875;-0.0097503662109375;-4.983737945556641;-1.7488288879394531;-0.04688262939453125;-1.552825927734375;-0.0336761474609375,-3.3997879028320312;-0.054962158203125;-1.9491949081420898;-4.613838195800781;-0.029132843017578125;-3.137136459350586;-3.096705436706543;-0.06304740905761719;-2.5888490676879883;-0.02532196044921875,0.0;-12.62255859375;-13.935405731201172;-13.426193237304688;-4.963050842285156;-4.486532211303711;-20.142681121826172;-7.901649475097656;-13.392095565795898;-4.059892654418945,0.0;-3.1556758880615234;-2.8939313888549805;-7.786442279815674;-2.8060503005981445;-5.822051525115967;-8.593965530395508;-0.8263187408447266;-3.9297876358032227;-0.8205690383911133
He is not stupid. She too is smart.,smart-stupid,n,mp,y,mf,-4.257652282714844;-0.45673370361328125;-0.06369781494140625;-2.0011024475097656;-0.00693511962890625;-4.631187438964844;-2.7413330078125;-0.02904510498046875;-2.023204803466797;-0.0209503173828125,-5.015928745269775;-0.11024951934814453;-0.19646453857421875;-1.1465091705322266;-0.01862335205078125;-6.363040924072266;-3.5093793869018555;-0.018308639526367188;-2.623321533203125;-0.02097320556640625,0.0;-12.1448974609375;-14.321361541748047;-17.57856559753418;-4.617949485778809;-4.359245300292969;-20.199081420898438;-8.258544921875;-10.874658584594727;-6.788061141967773,0.0;-3.1556758880615234;-2.8939313888549805;-6.4123334884643555;-1.255202293395996;-5.7543840408325195;-8.266660690307617;-1.4109163284301758;-3.7093687057495117;-1.0887269973754883
