sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
"He is not graceful, and she is graceless too.",graceful-graceless,-,pm,y,mf,20.41398239,19.90685844,112.5537949,46.63589478
"He is not graceless, and she is graceful too.",graceful-graceless,-,mp,y,mf,24.59064102,25.28899717,102.5114746,48.11199951
"She is graceful, and he is graceful too.",graceful-graceless,-,pp,n,fm,4.383701324,2.775539398,97.16503906,34.22383881
"She is graceless, and he is graceless too.",graceful-graceless,-,mm,n,fm,1.409191132,2.750341415,126.5523376,39.9244957
"She is graceful, and he is graceless too.",graceful-graceless,-,pm,n,fm,23.63172913,17.96972752,116.9728851,45.54779816
"She is graceless, and he is graceful too.",graceful-graceless,-,mp,n,fm,28.06775284,17.22813606,105.1177902,43.90791321
"She is not graceful, and he is graceful too.",graceful-graceless,-,pp,y,fm,21.16219711,14.51617241,108.5919037,40.25637436
"She is not graceless, and he is graceless too.",graceful-graceless,-,mm,y,fm,9.11063385,6.870345116,118.6994781,44.96453094
"She is not graceful, and he is graceless too.",graceful-graceless,-,pm,y,fm,20.21533203,20.6403141,113.8732986,48.06687927
"She is not graceless, and he is graceful too.",graceful-graceless,-,mp,y,fm,27.06790924,26.30864048,104.354126,48.74184418
"He is graceful, and she is graceful too.",graceful-ungraceful,y,pp,n,mf,3.497695923,3.164278984,92.95322418,34.2938385
"He is ungraceful, and she is ungraceful too.",graceful-ungraceful,y,mm,n,mf,1.754482269,3.575117111,175.3577576,41.51139832
"He is graceful, and she is ungraceful too.",graceful-ungraceful,y,pm,n,mf,24.81632996,23.6005888,133.9818573,45.19128418
"He is ungraceful, and she is graceful too.",graceful-ungraceful,y,mp,n,mf,19.08452988,25.35051727,132.4934845,46.37337112
"He is not graceful, and she is graceful too.",graceful-ungraceful,y,pp,y,mf,19.35670471,15.77801132,98.14607239,40.70139313
"He is not ungraceful, and she is ungraceful too.",graceful-ungraceful,y,mm,y,mf,8.933757782,10.17626381,185.00383,47.6812973
"He is not graceful, and she is ungraceful too.",graceful-ungraceful,y,pm,y,mf,12.8392334,28.38012886,126.0336609,44.53710938
"He is not ungraceful, and she is graceful too.",graceful-ungraceful,y,mp,y,mf,12.91358566,30.78268147,130.7062225,49.12902832
"She is graceful, and he is graceful too.",graceful-ungraceful,y,pp,n,fm,4.383701324,2.775539398,97.16503906,34.22383881
"She is ungraceful, and he is ungraceful too.",graceful-ungraceful,y,mm,n,fm,1.774684906,3.899862289,174.109375,41.75884628
"She is graceful, and he is ungraceful too.",graceful-ungraceful,y,pm,n,fm,24.64398575,22.08834362,139.2624054,44.71430206
"She is ungraceful, and he is graceful too.",graceful-ungraceful,y,mp,n,fm,20.57331085,27.90930176,138.375824,46.37555695
"She is not graceful, and he is graceful too.",graceful-ungraceful,y,pp,y,fm,21.16219711,14.51617241,108.5919037,40.25637436
"She is not ungraceful, and he is ungraceful too.",graceful-ungraceful,y,mm,y,fm,8.404884338,10.27974129,170.1683502,48.18803787
"She is not graceful, and he is ungraceful too.",graceful-ungraceful,y,pm,y,fm,13.35948563,27.67919874,126.5334778,45.6864624
"She is not ungraceful, and he is graceful too.",graceful-ungraceful,y,mp,y,fm,13.58195877,33.67166615,134.598465,49.07531738
"He is graceful, and she is graceful too.",graceful-clumsy,n,pp,n,mf,3.497695923,3.164278984,92.95322418,34.2938385
"He is clumsy, and she is clumsy too.",graceful-clumsy,n,mm,n,mf,1.952110291,2.5532341,108.779129,31.75173569
"He is graceful, and she is clumsy too.",graceful-clumsy,n,pm,n,mf,36.11129761,20.19083881,98.80516815,40.69432068
"He is clumsy, and she is graceful too.",graceful-clumsy,n,mp,n,mf,33.35516357,18.3309207,114.8380203,38.21049118
"He is not graceful, and she is graceful too.",graceful-clumsy,n,pp,y,mf,19.35670471,15.77801132,98.14607239,40.70139313
"He is not clumsy, and she is clumsy too.",graceful-clumsy,n,mm,y,mf,16.85932922,11.87193108,97.30269623,40.72929764
"He is not graceful, and she is clumsy too.",graceful-clumsy,n,pm,y,mf,20.61889267,21.53767776,95.1643219,41.67326355
"He is not clumsy, and she is graceful too.",graceful-clumsy,n,mp,y,mf,22.80817413,23.36766005,102.5599289,42.52365112
"She is graceful, and he is graceful too.",graceful-clumsy,n,pp,n,fm,4.383701324,2.775539398,97.16503906,34.22383881
"She is clumsy, and he is clumsy too.",graceful-clumsy,n,mm,n,fm,2.136131287,2.443299294,108.3466339,31.35502434
"She is graceful, and he is clumsy too.",graceful-clumsy,n,pm,n,fm,34.65338516,19.07661247,105.875885,39.57157516
"She is clumsy, and he is graceful too.",graceful-clumsy,n,mp,n,fm,36.48281097,19.12560081,115.7999344,38.55426025
"She is not graceful, and he is graceful too.",graceful-clumsy,n,pp,y,fm,21.16219711,14.51617241,108.5919037,40.25637436
"She is not clumsy, and he is clumsy too.",graceful-clumsy,n,mm,y,fm,17.41343689,11.14547157,99.73078918,40.77547455
"She is not graceful, and he is clumsy too.",graceful-clumsy,n,pm,y,fm,21.19997787,20.58589745,94.61636353,42.08714294
"She is not clumsy, and he is graceful too.",graceful-clumsy,n,mp,y,fm,24.64452362,26.30894566,92.57325745,43.50522995
"He is honest, and she is honest too.",honest-dishonest,y,pp,n,mf,3.226364136,2.389992714,96.84159851,30.79060364
"He is dishonest, and she is dishonest too.",honest-dishonest,y,mm,n,mf,4.287532806,2.02241993,102.1878052,32.48860931
"He is honest, and she is dishonest too.",honest-dishonest,y,pm,n,mf,33.0223465,11.49352074,98.22296143,36.57290268
"He is dishonest, and she is honest too.",honest-dishonest,y,mp,n,mf,27.73649216,13.79043293,107.4746857,36.16304016
"He is not honest, and she is honest too.",honest-dishonest,y,pp,y,mf,24.97337723,14.07227802,87.22773743,37.50964737
"He is not dishonest, and she is dishonest too.",honest-dishonest,y,mm,y,mf,17.1820488,8.535206795,94.49100494,39.88365555
"He is not honest, and she is dishonest too.",honest-dishonest,y,pm,y,mf,16.70869827,17.69433594,96.6877594,36.76663589
"He is not dishonest, and she is honest too.",honest-dishonest,y,mp,y,mf,17.22896576,20.90925169,98.26190186,39.3983078
"She is honest, and he is honest too.",honest-dishonest,y,pp,n,fm,3.211151123,2.559234619,90.63819885,31.34806633
"She is dishonest, and he is dishonest too.",honest-dishonest,y,mm,n,fm,4.526630402,2.271761894,95.42378998,32.88301849
"She is honest, and he is dishonest too.",honest-dishonest,y,pm,n,fm,33.7906189,13.64047623,93.97756958,38.1506958
"She is dishonest, and he is honest too.",honest-dishonest,y,mp,n,fm,29.41570282,15.14861393,100.6619339,35.03105164
"She is not honest, and he is honest too.",honest-dishonest,y,pp,y,fm,27.01467133,14.7690239,92.57379913,37.39329147
"She is not dishonest, and he is dishonest too.",honest-dishonest,y,mm,y,fm,18.27717972,8.618191719,95.91925049,40.48309708
"She is not honest, and he is dishonest too.",honest-dishonest,y,pm,y,fm,17.94875717,18.23527575,100.3802185,38.50989532
"She is not dishonest, and he is honest too.",honest-dishonest,y,mp,y,fm,19.18042755,21.57521439,95.05583954,39.46899414
"He is modest, and she is modest too.",modest-arrogant,n,pp,n,mf,2.699104309,3.729384422,101.8875275,32.04161072
"He is arrogant, and she is arrogant too.",modest-arrogant,n,mm,n,mf,3.610603333,2.477413177,96.8215332,31.92301941
"He is modest, and she is arrogant too.",modest-arrogant,n,pm,n,mf,38.55310822,27.05641937,116.9349365,39.01849365
"He is arrogant, and she is modest too.",modest-arrogant,n,mp,n,mf,36.49597168,23.88684559,98.01883698,36.79787827
"He is not modest, and she is modest too.",modest-arrogant,n,pp,y,mf,19.95973587,11.26386833,97.81861115,38.21146393
"He is not arrogant, and she is arrogant too.",modest-arrogant,n,mm,y,mf,19.84410858,13.04584026,91.79747772,38.64265823
"He is not modest, and she is arrogant too.",modest-arrogant,n,pm,y,mf,28.01795578,30.6378994,103.4566727,41.79389572
"He is not arrogant, and she is modest too.",modest-arrogant,n,mp,y,mf,22.19058228,29.70821238,107.7902527,39.17382431
"She is modest, and he is modest too.",modest-arrogant,n,pp,n,fm,3.003204346,3.525357246,102.5096741,31.81111145
"She is arrogant, and he is arrogant too.",modest-arrogant,n,mm,n,fm,3.437232971,2.965889931,111.7286835,31.61383057
"She is modest, and he is arrogant too.",modest-arrogant,n,pm,n,fm,37.06526947,22.74601746,112.0039139,37.86417007
"She is arrogant, and he is modest too.",modest-arrogant,n,mp,n,fm,38.78224564,28.29893875,105.5735397,37.77536774
"She is not modest, and he is modest too.",modest-arrogant,n,pp,y,fm,20.14910126,10.84279346,95.57098389,37.91999817
"She is not arrogant, and he is arrogant too.",modest-arrogant,n,mm,y,fm,20.06610489,13.20972157,96.08100891,39.77996826
"She is not modest, and he is arrogant too.",modest-arrogant,n,pm,y,fm,29.31106567,26.35824299,99.97068787,42.26032257
"She is not arrogant, and he is modest too.",modest-arrogant,n,mp,y,fm,23.57955551,32.30202627,101.0623169,40.68139267
"He is modest, and she is modest too.",modest-immodest,y,pp,n,mf,2.699104309,3.729384422,101.8875275,32.04161072
"He is immodest, and she is immodest too.",modest-immodest,y,mm,n,mf,2.14200592,2.127772331,144.6557617,40.28847504
"He is modest, and she is immodest too.",modest-immodest,y,pm,n,mf,17.07855225,14.62136269,122.3022842,42.27837372
"He is immodest, and she is modest too.",modest-immodest,y,mp,n,mf,10.75670624,17.14321327,112.7020569,42.19206238
"He is not modest, and she is modest too.",modest-immodest,y,pp,y,mf,19.95973587,11.26386833,97.81861115,38.21146393
"He is not immodest, and she is immodest too.",modest-immodest,y,mm,y,mf,6.962715149,9.059896469,154.1643829,44.26379776
"He is not modest, and she is immodest too.",modest-immodest,y,pm,y,mf,17.66061401,22.26077843,121.2607956,46.16499329
"He is not immodest, and she is modest too.",modest-immodest,y,mp,y,mf,12.88460159,25.90815258,114.4638367,43.05275345
"She is modest, and he is modest too.",modest-immodest,y,pp,n,fm,3.003204346,3.525357246,102.5096741,31.81111145
"She is immodest, and he is immodest too.",modest-immodest,y,mm,n,fm,2.018192291,2.376029968,150.8467102,38.30883789
"She is modest, and he is immodest too.",modest-immodest,y,pm,n,fm,17.48246002,14.74723816,129.5773621,42.59384155
"She is immodest, and he is modest too.",modest-immodest,y,mp,n,fm,11.10190964,19.46810532,130.243988,39.52277374
"She is not modest, and he is modest too.",modest-immodest,y,pp,y,fm,20.14910126,10.84279346,95.57098389,37.91999817
"She is not immodest, and he is immodest too.",modest-immodest,y,mm,y,fm,6.639751434,9.041682243,146.9205017,45.92052841
"She is not modest, and he is immodest too.",modest-immodest,y,pm,y,fm,19.19043732,22.39323425,120.4589844,46.6701355
"She is not immodest, and he is modest too.",modest-immodest,y,mp,y,fm,14.10873413,27.81661129,123.2504425,42.04748917
"He is humble, and she is humble too.",humble-arrogant,n,pp,n,mf,3.248054504,5.630841255,91.84008789,31.18520927
"He is arrogant, and she is arrogant too.",humble-arrogant,n,mm,n,mf,3.610603333,2.477413177,96.8215332,31.92301941
"He is humble, and she is arrogant too.",humble-arrogant,n,pm,n,mf,36.18769073,27.84424305,94.55252075,38.93372345
"He is arrogant, and she is humble too.",humble-arrogant,n,mp,n,mf,32.9768219,27.12033558,84.98518372,36.14431
"He is not humble, and she is humble too.",humble-arrogant,n,pp,y,mf,24.02612686,15.00239754,87.54106903,38.45609283
"He is not arrogant, and she is arrogant too.",humble-arrogant,n,mm,y,mf,19.84410858,13.04584026,91.79747772,38.64265823
"He is not humble, and she is arrogant too.",humble-arrogant,n,pm,y,mf,22.7878418,30.27675104,92.99607849,42.19771194
"He is not arrogant, and she is humble too.",humble-arrogant,n,mp,y,mf,18.98903275,33.63514328,99.6700058,38.53032303
"She is humble, and he is humble too.",humble-arrogant,n,pp,n,fm,3.22542572,5.342045784,88.69548035,30.81609726
"She is arrogant, and he is arrogant too.",humble-arrogant,n,mm,n,fm,3.437232971,2.965889931,111.7286835,31.61383057
"She is humble, and he is arrogant too.",humble-arrogant,n,pm,n,fm,35.59207535,24.92973804,92.1546402,38.29439163
"She is arrogant, and he is humble too.",humble-arrogant,n,mp,n,fm,33.46071243,29.91916084,97.328125,35.90008163
"She is not humble, and he is humble too.",humble-arrogant,n,pp,y,fm,25.28305435,14.86009979,95.21684265,38.76914597
"She is not arrogant, and he is arrogant too.",humble-arrogant,n,mm,y,fm,20.06610489,13.20972157,96.08100891,39.77996826
"She is not humble, and he is arrogant too.",humble-arrogant,n,pm,y,fm,24.70952988,28.48208141,93.54411316,42.10048676
"She is not arrogant, and he is humble too.",humble-arrogant,n,mp,y,fm,19.96826935,34.49319887,92.4258194,39.03019333
"He is innocent, and she is innocent too.",innocent-guilty,n,pp,n,mf,1.127510071,2.236046791,89.47337341,28.92503548
"He is guilty, and she is guilty too.",innocent-guilty,n,mm,n,mf,1.67061615,1.961919785,88.67524719,28.87905884
"He is innocent, and she is guilty too.",innocent-guilty,n,pm,n,mf,12.97364044,7.521298409,90.63502502,30.29836273
"He is guilty, and she is innocent too.",innocent-guilty,n,mp,n,mf,16.15907288,8.852519035,98.43869019,31.68213654
"He is not innocent, and she is innocent too.",innocent-guilty,n,pp,y,mf,19.39174652,7.796149254,87.91234589,32.86753464
"He is not guilty, and she is guilty too.",innocent-guilty,n,mm,y,mf,12.28856659,6.44154644,94.83367157,33.40051651
"He is not innocent, and she is guilty too.",innocent-guilty,n,pm,y,mf,11.57715225,9.819449425,88.24638367,33.706604
"He is not guilty, and she is innocent too.",innocent-guilty,n,mp,y,mf,3.918262482,6.857713699,95.32041931,34.40292358
"She is innocent, and he is innocent too.",innocent-guilty,n,pp,n,fm,1.430335999,2.359881401,101.5413971,28.47082138
"She is guilty, and he is guilty too.",innocent-guilty,n,mm,n,fm,1.891960144,2.018670082,88.07938385,28.28674126
"She is innocent, and he is guilty too.",innocent-guilty,n,pm,n,fm,11.9770546,6.607402802,94.57989502,29.69835091
"She is guilty, and he is innocent too.",innocent-guilty,n,mp,n,fm,20.22748184,8.853908539,101.2114258,30.87582779
"She is not innocent, and he is innocent too.",innocent-guilty,n,pp,y,fm,20.02887344,7.716078758,86.63607788,33.45137024
"She is not guilty, and he is guilty too.",innocent-guilty,n,mm,y,fm,14.38639832,6.604166985,90.33359528,32.38597488
"She is not innocent, and he is guilty too.",innocent-guilty,n,pm,y,fm,12.33855057,9.098310471,82.61920166,33.76779556
"She is not guilty, and he is innocent too.",innocent-guilty,n,mp,y,fm,5.915538788,7.197967529,91.94451904,33.45088959
"He is energetic, and she is energetic too.",energetic-lazy,n,pp,n,mf,2.65057373,4.753094673,102.4543228,32.55096817
"He is lazy, and she is lazy too.",energetic-lazy,n,mm,n,mf,1.731956482,2.254199028,99.39331818,32.45583725
"He is energetic, and she is lazy too.",energetic-lazy,n,pm,n,mf,40.33452988,18.57212114,92.77636719,39.15505981
"He is lazy, and she is energetic too.",energetic-lazy,n,mp,n,mf,37.95803833,21.11316681,110.0468903,39.52507782
"He is not energetic, and she is energetic too.",energetic-lazy,n,pp,y,mf,24.16957855,23.65363693,94.86615753,41.17102432
"He is not lazy, and she is lazy too.",energetic-lazy,n,mm,y,mf,13.84819794,10.03489876,94.0059433,37.64292908
"He is not energetic, and she is lazy too.",energetic-lazy,n,pm,y,mf,30.41153336,29.21787643,94.49017334,42.75890732
"He is not lazy, and she is energetic too.",energetic-lazy,n,mp,y,mf,27.3022728,28.3522191,102.9369354,42.44418716
"She is energetic, and he is energetic too.",energetic-lazy,n,pp,n,fm,3.108711243,4.58398056,98.25827026,33.12527847
"She is lazy, and he is lazy too.",energetic-lazy,n,mm,n,fm,1.834060669,2.514498711,92.35709381,32.37187195
"She is energetic, and he is lazy too.",energetic-lazy,n,pm,n,fm,39.87483978,18.65908957,109.0619583,38.95524597
"She is lazy, and he is energetic too.",energetic-lazy,n,mp,n,fm,38.96840668,21.93657303,111.3102875,39.33946228
"She is not energetic, and he is energetic too.",energetic-lazy,n,pp,y,fm,24.53225708,23.29658604,95.3968277,40.76424789
"She is not lazy, and he is lazy too.",energetic-lazy,n,mm,y,fm,14.97832108,10.05778885,88.76590729,38.00507355
"She is not energetic, and he is lazy too.",energetic-lazy,n,pm,y,fm,29.59357834,28.80847073,93.82917023,43.34291458
"She is not lazy, and he is energetic too.",energetic-lazy,n,mp,y,fm,27.61092377,29.2484436,100.2143021,44.0521698
"He is loyal, and she is loyal too.",loyal-disloyal,y,pp,n,mf,3.402080536,3.713959694,85.32132721,30.08307266
"He is disloyal, and she is disloyal too.",loyal-disloyal,y,mm,n,mf,1.728309631,2.417321205,137.2353516,37.62004471
"He is loyal, and she is disloyal too.",loyal-disloyal,y,pm,n,mf,15.40553665,10.87288761,123.1267776,39.15977097
"He is disloyal, and she is loyal too.",loyal-disloyal,y,mp,n,mf,11.33297348,10.66273212,108.4540024,35.78516388
"He is not loyal, and she is loyal too.",loyal-disloyal,y,pp,y,mf,21.07762146,19.95578718,90.78994751,35.89510345
"He is not disloyal, and she is disloyal too.",loyal-disloyal,y,mm,y,mf,9.260295868,8.330981255,155.7520294,42.22053528
"He is not loyal, and she is disloyal too.",loyal-disloyal,y,pm,y,mf,9.430969238,19.81852245,121.0295334,40.62253571
