sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
She is mean means that she is mean.,kind-mean,n,mm,n,fm,0.0;-3.225691318511963;-10.18853759765625;-11.871641159057617;-1.900378704071045;-0.838566780090332;-1.450714111328125;-2.983401298522949;-1.5970373153686523,0.0;-3.6315250396728516;-10.235603332519531;-7.688817977905273;-3.3628787994384766;-3.856472969055176;-3.5366058349609375;-9.488998413085938;-4.308398246765137,-0.9682493209838867;-0.8132972717285156;-0.8372259140014648;-6.743109703063965;-1.0593147277832031;-0.4073333740234375;-0.0207061767578125;-1.6107568740844727;-0.06925773620605469,-0.2227935791015625;-0.422821044921875;-2.6552162170410156;-9.139591217041016;-0.1217041015625;-0.256378173828125;-0.074371337890625;-3.4939346313476562;-0.0873870849609375
She is kind means that she is mean.,kind-mean,n,pm,n,fm,0.0;-3.225691318511963;-7.077083110809326;-13.463712692260742;-3.239285469055176;-0.9400110244750977;-1.7627143859863281;-7.642301559448242;-1.755392074584961,0.0;-8.702241897583008;-7.839221954345703;-7.958904266357422;-5.206878662109375;-4.676017761230469;-4.858528137207031;-7.564353942871094;-5.131412506103516,-0.5118379592895508;-2.6431684494018555;-4.3149285316467285;-11.146471977233887;-1.2510147094726562;-0.13218212127685547;-0.022457122802734375;-7.346649169921875;-0.04903221130371094,-0.214202880859375;-1.0045928955078125;-6.317543029785156;-10.986515045166016;-0.9359283447265625;-0.053802490234375;-0.07143402099609375;-8.027236938476562;-0.07706451416015625
She is mean means that she is kind.,kind-mean,n,mp,n,fm,0.0;-3.225691318511963;-10.18853759765625;-11.871641159057617;-1.900378704071045;-0.838566780090332;-1.450714111328125;-5.571681022644043;-1.5736923217773438,0.0;-8.017444610595703;-6.451168060302734;-6.382240295410156;-5.4859161376953125;-6.694377899169922;-3.9189682006835938;-3.2964248657226562;-4.97686767578125,-1.0100278854370117;-0.9936943054199219;-6.746172904968262;-11.136754989624023;-0.19866466522216797;-0.03970050811767578;-0.018804550170898438;-6.146817207336426;-0.041942596435546875,-0.2321014404296875;-0.5213088989257812;-6.865535736083984;-8.722835540771484;-0.0308685302734375;-0.0285797119140625;-0.0415802001953125;-8.176387786865234;-0.0650482177734375
She is not kind means that she is kind.,kind-mean,n,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.630388259887695;-12.491090774536133;-1.9443473815917969;-0.7542428970336914;-1.0759201049804688;-3.833951473236084;-2.115017890930176,0.0;-5.697019577026367;-3.9053945541381836;-9.369028091430664;-9.115812301635742;-5.2241363525390625;-7.240638732910156;-3.8918800354003906;-6.800413131713867;-3.745248794555664,-1.4484243392944336;-0.1506805419921875;-2.4503679275512695;-2.3438758850097656;-9.207826614379883;-0.34163570404052734;-0.2961711883544922;-0.09901237487792969;-3.597670555114746;-0.1286334991455078,-0.5221176147460938;-0.5338668823242188;-1.4686431884765625;-4.4425506591796875;-8.451263427734375;-0.04970550537109375;-0.217742919921875;-0.04485321044921875;-5.926151275634766;-0.14923858642578125
She is not mean means that she is mean.,kind-mean,n,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.548513412475586;-12.217686653137207;-1.7480335235595703;-0.9664974212646484;-1.0327301025390625;-3.5537991523742676;-1.3793411254882812,0.0;-3.285003662109375;-4.356952667236328;-10.446147918701172;-9.265804290771484;-3.8785667419433594;-7.5157318115234375;-3.0447921752929688;-11.699268341064453;-6.40772819519043,-0.6055240631103516;-0.12723827362060547;-2.0997180938720703;-1.9641504287719727;-8.490373611450195;-0.5648488998413086;-0.09531307220458984;-0.031304359436035156;-5.010415077209473;-0.08905601501464844,-0.29772186279296875;-0.1953125;-0.9864273071289062;-3.6958274841308594;-9.05807876586914;-1.0293655395507812;-0.0626678466796875;-0.04741668701171875;-2.0043678283691406;-0.101348876953125
She is not kind means that she is mean.,kind-mean,n,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.630388259887695;-12.491090774536133;-1.9443473815917969;-0.7542428970336914;-1.0759201049804688;-4.665840148925781;-1.2475290298461914,0.0;-3.225301742553711;-3.874156951904297;-6.318105697631836;-8.763782501220703;-6.495311737060547;-7.4866943359375;-4.771045684814453;-8.058332443237305;-4.495811462402344,-0.36991024017333984;-0.031167030334472656;-1.5737085342407227;-3.263010025024414;-7.577248573303223;-0.6616115570068359;-0.05675029754638672;-0.0661916732788086;-4.564549922943115;-0.040363311767578125,-0.3319549560546875;-0.22759246826171875;-0.5855789184570312;-5.053596496582031;-8.618782043457031;-0.34371185302734375;-0.01976776123046875;-0.0303497314453125;-2.531078338623047;-0.077056884765625
She is not mean means that she is kind.,kind-mean,n,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.548513412475586;-12.217686653137207;-1.7480335235595703;-0.9664974212646484;-1.0327301025390625;-5.156547546386719;-1.4142017364501953,0.0;-3.1843414306640625;-4.124286651611328;-9.175762176513672;-8.28622817993164;-4.996223449707031;-7.2124176025390625;-2.836212158203125;-5.215309143066406;-7.177371978759766,-0.46253108978271484;-0.6341476440429688;-1.0579290390014648;-6.009246349334717;-9.459932327270508;-0.32941436767578125;-0.00957489013671875;-0.014087677001953125;-2.269534111022949;-0.0622711181640625,-0.14281463623046875;-3.0425186157226562;-0.22556304931640625;-3.6636009216308594;-8.055564880371094;-0.95513916015625;-0.0218505859375;-0.04378509521484375;-5.4856109619140625;-0.082489013671875
He is kind means that he is kind.,kind-nasty,n,pp,n,mf,0.0;-3.1556758880615234;-7.3739824295043945;-13.95821475982666;-3.7265758514404297;-0.8971357345581055;-1.6693525314331055;-3.245011806488037;-2.2972707748413086,0.0;-5.7892608642578125;-8.937545776367188;-10.25295639038086;-5.378547668457031;-3.8619651794433594;-5.898590087890625;-10.77215576171875;-5.854564666748047,-0.8105258941650391;-2.837925910949707;-1.4042091369628906;-7.374186038970947;-0.3978595733642578;-0.13720035552978516;-0.039386749267578125;-1.3566217422485352;-0.12664794921875,-0.4927215576171875;-1.3964424133300781;-3.739410400390625;-9.507431030273438;-0.11115264892578125;-0.2611083984375;-0.0794525146484375;-2.9615135192871094;-0.16072845458984375
He is nasty means that he is nasty.,kind-nasty,n,mm,n,mf,0.0;-3.1556758880615234;-12.133785247802734;-11.656722068786621;-2.0728960037231445;-0.6593523025512695;-1.4834394454956055;-3.9638214111328125;-1.4298381805419922,0.0;-3.1521377563476562;-13.356670379638672;-9.844215393066406;-3.286365509033203;-5.806343078613281;-6.014286041259766;-13.939250946044922;-6.1863861083984375,-1.1310577392578125;-1.8983278274536133;-0.8153619766235352;-5.939722061157227;-0.46654510498046875;-0.32538795471191406;-0.0825052261352539;-1.7791748046875;-0.09222221374511719,-0.6712722778320312;-1.5315513610839844;-2.4661026000976562;-8.283390045166016;-0.06858062744140625;-0.27994537353515625;-0.10608673095703125;-3.7530899047851562;-0.13480377197265625
He is kind means that he is nasty.,kind-nasty,n,pm,n,mf,0.0;-3.1556758880615234;-7.3739824295043945;-13.95821475982666;-3.7265758514404297;-0.8971357345581055;-1.6693525314331055;-10.397076606750488;-1.9147768020629883,0.0;-5.825176239013672;-1.3571081161499023;-9.813009262084961;-7.32756233215332;-7.07193660736084;-5.615955352783203;-6.308650016784668;-6.2354230880737305,-0.9616479873657227;-3.2899694442749023;-5.623440742492676;-11.859565734863281;-0.30989646911621094;-0.04440498352050781;-0.05683326721191406;-10.214160919189453;-0.06055450439453125,-0.8206939697265625;-1.4053878784179688;-7.129993438720703;-10.823196411132812;-0.37070465087890625;-0.09296417236328125;-0.11798858642578125;-10.367561340332031;-0.0835723876953125
He is nasty means that he is kind.,kind-nasty,n,mp,n,mf,0.0;-3.1556758880615234;-12.133785247802734;-11.656722068786621;-2.0728960037231445;-0.6593523025512695;-1.4834394454956055;-5.614577293395996;-1.3725013732910156,0.0;-4.183643341064453;-7.952247619628906;-10.232002258300781;-4.7197723388671875;-6.911266326904297;-3.9911270141601562;-8.924312591552734;-5.854138374328613,-1.160801887512207;-1.8096122741699219;-8.895502090454102;-10.830341339111328;-0.23917675018310547;-0.019134521484375;-0.020965576171875;-6.289071559906006;-0.07041358947753906,-0.4686431884765625;-1.9542770385742188;-9.71706771850586;-8.208709716796875;-0.0230865478515625;-0.0709991455078125;-0.0554351806640625;-7.374446868896484;-0.08685302734375
He is not kind means that he is kind.,kind-nasty,n,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.71943473815918;-12.341341018676758;-2.0345873832702637;-0.7457542419433594;-1.0165605545043945;-4.3371686935424805;-2.2263126373291016,0.0;-5.894077301025391;-3.0863418579101562;-9.484918594360352;-8.811826705932617;-5.1678009033203125;-7.033506393432617;-4.654445648193359;-8.039249420166016;-3.8840770721435547,-1.9937400817871094;-0.1429767608642578;-2.581165313720703;-1.9067344665527344;-9.180423736572266;-0.33682823181152344;-0.22589683532714844;-0.0801992416381836;-2.982563018798828;-0.13791275024414062,-1.0455741882324219;-0.3331298828125;-1.3076400756835938;-4.531063079833984;-8.85403060913086;-0.06378936767578125;-0.1468353271484375;-0.04187774658203125;-5.784969329833984;-0.1617431640625
He is not nasty means that he is nasty.,kind-nasty,n,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.283988952636719;-11.457195281982422;-1.7516231536865234;-0.4738616943359375;-0.8565359115600586;-8.20208740234375;-1.4252700805664062,0.0;-2.694011688232422;-1.3698692321777344;-12.762123107910156;-8.850074768066406;-3.4413719177246094;-7.806018829345703;-3.6839637756347656;-13.737106323242188;-6.382966995239258,-1.386159896850586;-0.1815195083618164;-2.526519775390625;-2.9462709426879883;-8.692937850952148;-0.6150636672973633;-0.12886333465576172;-0.0839996337890625;-3.721647262573242;-0.11268997192382812,-1.216339111328125;-1.5450897216796875;-1.4802017211914062;-3.9913291931152344;-8.44671630859375;-0.05289459228515625;-0.1107330322265625;-0.051971435546875;-3.4572181701660156;-0.1256866455078125
He is not kind means that he is nasty.,kind-nasty,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.71943473815918;-12.341341018676758;-2.0345873832702637;-0.7457542419433594;-1.0165605545043945;-7.240272045135498;-1.2154254913330078,0.0;-4.774196624755859;-3.5354080200195312;-6.777881622314453;-8.762489318847656;-7.433074951171875;-9.474847793579102;-6.346836090087891;-9.339176177978516;-6.276092529296875,-0.28766918182373047;-0.10784912109375;-2.0041379928588867;-4.852760314941406;-7.755375862121582;-0.19188499450683594;-0.024572372436523438;-0.06997871398925781;-6.634016036987305;-0.05776786804199219,-3.0724411010742188;-0.25211334228515625;-0.8600616455078125;-7.947635650634766;-8.582046508789062;-0.4263916015625;-0.0230255126953125;-0.04712677001953125;-5.1852264404296875;-0.112548828125
He is not nasty means that he is kind.,kind-nasty,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.283988952636719;-11.457195281982422;-1.7516231536865234;-0.4738616943359375;-0.8565359115600586;-4.498488903045654;-1.1893978118896484,0.0;-1.8309249877929688;-5.868206024169922;-11.650917053222656;-9.781982421875;-4.243598937988281;-7.39862060546875;-4.062458038330078;-6.221118927001953;-6.247219085693359,-0.17395877838134766;-0.06775760650634766;-1.5177888870239258;-7.38214111328125;-10.112992286682129;-0.34824180603027344;-0.007842063903808594;-0.01534271240234375;-3.35817813873291;-0.0590057373046875,-0.4651336669921875;-0.4581756591796875;-0.9425811767578125;-7.1289215087890625;-7.831569671630859;-0.5216598510742188;-0.01757049560546875;-0.03166961669921875;-4.16961669921875;-0.08794403076171875
She is kind means that she is kind.,kind-nasty,n,pp,n,fm,0.0;-3.225691318511963;-7.077083110809326;-13.463712692260742;-3.239285469055176;-0.9400110244750977;-1.7627143859863281;-3.095017910003662;-2.3312511444091797,0.0;-5.858325958251953;-10.354862213134766;-9.17319107055664;-5.201587677001953;-3.2872085571289062;-4.526081085205078;-10.06338119506836;-4.963569641113281,-0.7182493209838867;-2.52508544921875;-1.8334474563598633;-7.4521918296813965;-0.4150962829589844;-0.16602039337158203;-0.041769981384277344;-1.819845199584961;-0.11854171752929688,-0.22552490234375;-1.1217536926269531;-3.6192970275878906;-9.510631561279297;-0.12123870849609375;-0.1915130615234375;-0.076690673828125;-2.9957504272460938;-0.1504669189453125
She is nasty means that she is nasty.,kind-nasty,n,mm,n,fm,0.0;-3.225691318511963;-11.659714698791504;-11.397860527038574;-1.9297361373901367;-0.6736440658569336;-1.534480094909668;-3.727193832397461;-1.6015186309814453,0.0;-3.0985946655273438;-13.495834350585938;-11.349220275878906;-4.0278472900390625;-5.207256317138672;-4.259346008300781;-14.20699691772461;-4.5193634033203125,-0.9476757049560547;-1.979349136352539;-0.978825569152832;-6.172567367553711;-0.48357105255126953;-0.5264310836791992;-0.08515167236328125;-2.016167640686035;-0.08683586120605469,-0.28227996826171875;-0.9239883422851562;-2.5478134155273438;-8.207744598388672;-0.068572998046875;-0.21271514892578125;-0.0972747802734375;-3.262054443359375;-0.13494110107421875
She is kind means that she is nasty.,kind-nasty,n,pm,n,fm,0.0;-3.225691318511963;-7.077083110809326;-13.463712692260742;-3.239285469055176;-0.9400110244750977;-1.7627143859863281;-9.996366500854492;-1.9588031768798828,0.0;-6.18675422668457;-3.182493209838867;-8.652191162109375;-6.345363616943359;-8.437153816223145;-4.155753135681152;-5.170027256011963;-5.757298469543457,-0.9499855041503906;-3.684168815612793;-5.590235710144043;-11.9019775390625;-0.2665996551513672;-0.04872417449951172;-0.055968284606933594;-10.053611755371094;-0.05378150939941406,-0.29904937744140625;-1.2812576293945312;-6.903133392333984;-10.701690673828125;-0.36371612548828125;-0.04624176025390625;-0.089080810546875;-10.397895812988281;-0.0766754150390625
She is nasty means that she is kind.,kind-nasty,n,mp,n,fm,0.0;-3.225691318511963;-11.659714698791504;-11.397860527038574;-1.9297361373901367;-0.6736440658569336;-1.534480094909668;-5.3052496910095215;-1.4349908828735352,0.0;-3.62493896484375;-9.83966064453125;-9.794574737548828;-4.754814147949219;-5.578662872314453;-1.7784805297851562;-10.102767944335938;-5.043025970458984,-1.1338739395141602;-2.1747655868530273;-8.605688095092773;-10.846712112426758;-0.2057514190673828;-0.03250694274902344;-0.023110389709472656;-6.275284767150879;-0.06287193298339844,-0.20136260986328125;-1.9268379211425781;-9.764617919921875;-8.26510238647461;-0.01726531982421875;-0.04156494140625;-0.04827880859375;-7.48443603515625;-0.08283233642578125
She is not kind means that she is kind.,kind-nasty,n,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.630388259887695;-12.491090774536133;-1.9443473815917969;-0.7542428970336914;-1.0759201049804688;-3.833951473236084;-2.115017890930176,0.0;-5.697019577026367;-3.9053945541381836;-9.369028091430664;-9.115812301635742;-5.2241363525390625;-7.240638732910156;-3.8918800354003906;-6.800413131713867;-3.745248794555664,-1.4484243392944336;-0.1506805419921875;-2.4503679275512695;-2.3438758850097656;-9.207826614379883;-0.34163570404052734;-0.2961711883544922;-0.09901237487792969;-3.597670555114746;-0.1286334991455078,-0.5221176147460938;-0.5338668823242188;-1.4686431884765625;-4.4425506591796875;-8.451263427734375;-0.04970550537109375;-0.217742919921875;-0.04485321044921875;-5.926151275634766;-0.14923858642578125
She is not nasty means that she is nasty.,kind-nasty,n,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.797073364257812;-11.522418975830078;-1.7426109313964844;-0.5238761901855469;-0.8541145324707031;-7.277289390563965;-1.5331306457519531,0.0;-3.2863616943359375;-3.4902210235595703;-11.46249008178711;-10.795583724975586;-5.919090270996094;-7.456212997436523;-4.423954010009766;-9.961906433105469;-4.766884803771973,-1.0903120040893555;-0.19845294952392578;-2.4209671020507812;-3.0109987258911133;-8.693572044372559;-0.6271905899047852;-0.14478588104248047;-0.0908660888671875;-5.604616165161133;-0.11338043212890625,-0.37233734130859375;-1.8182449340820312;-1.3389778137207031;-3.2740440368652344;-8.532920837402344;-0.034942626953125;-0.109893798828125;-0.04981231689453125;-3.1253623962402344;-0.13001251220703125
She is not kind means that she is nasty.,kind-nasty,n,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.630388259887695;-12.491090774536133;-1.9443473815917969;-0.7542428970336914;-1.0759201049804688;-7.1872429847717285;-1.2172489166259766,0.0;-3.745790481567383;-4.508586883544922;-6.392185211181641;-8.503908157348633;-7.5437164306640625;-9.43832015991211;-5.390861511230469;-7.245052337646484;-5.903085708618164,-0.2650604248046875;-0.1017618179321289;-2.033872604370117;-4.661643981933594;-7.8325300216674805;-0.1773996353149414;-0.02170848846435547;-0.07045173645019531;-6.4380903244018555;-0.05704498291015625,-0.6777572631835938;-0.22650909423828125;-0.6359176635742188;-6.80291748046875;-8.39993667602539;-0.21875762939453125;-0.02164459228515625;-0.03357696533203125;-4.74969482421875;-0.0975494384765625
